laua,laua_name,All Premises,All Matched Premises,SFBB availability (% premises),UFBB (100Mbit/s) availability (% premises),UFBB availability (% premises),Full Fibre availability (% premises),Gigabit availability (% premises),% of premises unable to receive 2Mbit/s,% of premises unable to receive 5Mbit/s,% of premises unable to receive 10Mbit/s,% of premises unable to receive 30Mbit/s,% of premises below the USO,% of premises with NGA,% of premises able to receive decent broadband from FWA,Number of premises with SFBB availability,Number of premises with UFBB (100Mbit/s) availability,Number of premises with UFBB availability,Number of premises with Full Fibre availability,Number of premises with Gigabit availability,Number of premises unable to receive 2Mbit/s,Number of premises unable to receive 5Mbit/s,Number of premises unable to receive 10Mbit/s,Number of premises unable to receive 30Mbit/s,Number of premises below the USO,Number of premises with NGA,Number of premises able to receive decent broadband from FWA,Number of premises with 30<300Mbit/s download speed,Number of premises with >=300Mbit/s download speed,Number of premises with 0<2Mbit/s download speed,Number of premises with 2<5Mbit/s download speed,Number of premises with 5<10Mbit/s download speed,Number of premises with 10<30Mbit/s download speed,% of premises with 30<300Mbit/s download speed,% of premises with >=300Mbit/s download speed,% of premises with 0<2Mbit/s download speed,% of premises with 2<5Mbit/s download speed,% of premises with 5<10Mbit/s download speed,% of premises with 10<30Mbit/s download speed
E07000196,SOUTH STAFFORDSHIRE,51208,51140,93.6,55.4,53.3,51.5,51.7,0.2,0.8,1.5,6.2,0,99,5,47956,28384,27283,26356,26490,89,421,757,3184,14,50716,2559,20673,27283,89,332,336,2427,40.4,53.3,0.2,0.6,0.7,4.7
E08000023,SOUTH TYNESIDE,76213,76200,98.3,86.3,86.2,14.8,85.9,0.1,0.3,0.6,1.7,0,98.9,0,74922,65740,65684,11305,65445,65,241,447,1278,5,75356,0,9238,65684,65,176,206,831,12.1,86.2,0.1,0.2,0.3,1.1
E06000045,SOUTHAMPTON,114613,114522,97.4,94.3,93.4,77.9,92.6,0,0,0.4,2.5,0,97.6,0,111687,108098,107051,89243,106114,3,20,458,2835,12,111897,0,4636,107051,3,17,438,2377,4,93.4,0,0,0.4,2.1
E06000033,SOUTHEND-ON-SEA,87652,87596,99.3,96.2,95.6,92.1,94.9,0,0,0,0.6,0,99.4,0.2,87073,84360,83767,80721,83196,0,1,16,523,5,87162,162,3306,83767,0,1,15,507,3.8,95.6,0,0,0,0.6
E09000028,SOUTHWARK,153200,152941,95.7,85.1,84.9,68.9,84.8,0,0,0.2,4.1,0,95.7,0,146643,130361,130122,105481,129922,0,4,236,6298,37,146662,21,16521,130122,0,4,232,6062,10.8,84.9,0,0,0.2,4
E07000213,SPELTHORNE,45778,45730,97.8,90.3,89.6,71.1,88.5,0,0,0.6,2.1,0,98.3,0,44751,41355,41014,32553,40505,1,21,260,979,6,45021,0,3737,41014,1,20,239,719,8.2,89.6,0,0,0.5,1.6
E07000240,ST ALBANS,65707,65631,98.4,92,90.7,65.1,89.1,0,0.1,0.3,1.5,0,99.1,0,64623,60450,59574,42757,58556,27,65,169,1008,24,65105,0,5049,59574,27,38,104,839,7.7,90.7,0,0.1,0.2,1.3
E08000013,ST. HELENS,89365,89296,97.9,89.8,89.7,31.6,89.6,0.1,0.5,0.8,2,0,99.1,0,87485,80293,80117,28215,80055,109,428,683,1811,8,88584,0,7368,80117,109,319,255,1128,8.2,89.7,0.1,0.4,0.3,1.3
E07000197,STAFFORD,66625,66120,94.2,69.2,69.2,40.8,69.2,0.3,0.8,1.5,5,0.2,98.2,3.2,62761,46096,46096,27158,46096,174,521,1024,3359,115,65419,2139,16665,46096,174,347,503,2335,25,69.2,0.3,0.5,0.8,3.5
E07000198,STAFFORDSHIRE MOORLANDS,47229,47182,92.5,60.1,59.2,35.4,58.9,0.6,1.6,2.8,7.4,0.7,98.7,0,43683,28391,27973,16704,27830,288,744,1323,3499,343,46595,1,15710,27973,288,456,579,2176,33.3,59.2,0.6,1,1.2,4.6
E07000243,STEVENAGE,39889,39874,99.4,90.6,90.6,27.2,90.6,0,0,0.1,0.6,0,99.5,0,39642,36145,36145,10869,36145,0,17,32,232,0,39672,0,3497,36145,0,17,15,200,8.8,90.6,0,0,0,0.5
S12000030,STIRLING,47216,47041,90.9,54.8,52.6,51.6,51.7,1.3,2.6,4.1,8.8,1.6,97.4,0,42905,25854,24821,24383,24392,602,1206,1945,4136,739,46001,0,18084,24821,602,604,739,2191,38.3,52.6,1.3,1.3,1.6,4.6
E08000007,STOCKPORT,141231,141146,98.8,90.8,90.8,55.3,90.8,0,0.1,0.1,1.1,0,99.5,0,139567,128301,128294,78037,128266,30,96,181,1579,3,140463,0,11273,128294,30,66,85,1398,8,90.8,0,0,0.1,1
E06000004,STOCKTON-ON-TEES,93724,93658,96.7,92.5,92.3,47.4,92.3,0.1,0.6,1.5,3.2,0.2,97.2,40.1,90625,86716,86527,44418,86479,99,591,1446,3033,153,91142,37619,4098,86527,99,492,855,1587,4.4,92.3,0.1,0.5,0.9,1.7
E06000021,STOKE-ON-TRENT,124867,124730,98.8,92.7,92.7,71.2,92.7,0,0.1,0.2,1.1,0,99.1,0,123354,115731,115730,88844,115728,0,68,235,1376,2,123711,0,7624,115730,0,68,167,1141,6.1,92.7,0,0.1,0.1,0.9
E07000221,STRATFORD-ON-AVON,69828,69720,96.8,70.9,69,56.5,67.2,0.3,0.6,1,3,0.2,98.9,0.5,67627,49512,48150,39467,46945,180,450,723,2093,147,69088,333,19477,48150,180,270,273,1370,27.9,69,0.3,0.4,0.4,2
E07000082,STROUD,59063,59032,95.5,42.2,42.2,41.2,42.2,0.1,0.3,0.9,4.5,0.1,97.2,1.1,56388,24921,24921,24361,24921,59,196,513,2644,35,57434,645,31467,24921,59,137,317,2131,53.3,42.2,0.1,0.2,0.5,3.6
E08000024,SUNDERLAND,139755,139618,97.9,86.5,85.3,41.8,84.8,0.1,0.3,0.7,2,0.1,98.3,0,136821,120898,119246,58348,118450,118,370,1026,2797,81,137421,0,17575,119246,118,252,656,1771,12.6,85.3,0.1,0.2,0.5,1.3
E07000214,SURREY HEATH,39766,39751,98.6,82.3,82,50,81.8,0,0,0.2,1.4,0,99.8,0,39212,32734,32593,19872,32541,0,8,71,539,2,39686,0,6619,32593,0,8,63,468,16.6,82,0,0,0.2,1.2
E09000029,SUTTON,88323,88300,98.7,90.4,89.7,63.5,88.8,0,0,0,1.3,0,98.9,0,87169,79802,79251,56043,78400,12,18,42,1131,1,87340,0,7918,79251,12,6,24,1089,9,89.7,0,0,0,1.2
E07000113,SWALE,69343,69137,95.1,75.3,73.7,62.4,72.3,0.2,0.6,1.3,4.6,0.1,98.9,29.2,65913,52220,51104,43248,50130,148,438,897,3224,87,68553,20282,14809,51104,148,290,459,2327,21.4,73.7,0.2,0.4,0.7,3.4
W06000011,SWANSEA,119359,119236,98.3,85.3,83.4,51.3,82.3,0.1,0.2,0.5,1.6,0.1,99.1,48.8,117318,101797,99558,61230,98285,124,236,582,1918,118,118239,58274,17760,99558,124,112,346,1336,14.9,83.4,0.1,0.1,0.3,1.1
E06000030,SWINDON,104416,104377,97.3,93.4,92.6,86.8,92,0.1,0.3,0.8,2.7,0.1,97.7,0,101574,97512,96712,90642,96029,87,363,788,2803,147,102021,0,4862,96712,87,276,425,2015,4.7,92.6,0.1,0.3,0.4,1.9
E08000008,TAMESIDE,115594,115244,97.8,76.8,76.3,55.7,75.8,0,0,0.1,1.9,0,99.5,0,113097,88747,88170,64426,87670,0,14,123,2147,6,114973,0,24927,88170,0,14,109,2024,21.6,76.3,0,0,0.1,1.8
E07000199,TAMWORTH,36563,36550,99.3,87.1,84.3,12.7,82.1,0.1,0.1,0.2,0.7,0,99.7,0,36305,31864,30826,4628,30020,30,37,86,245,0,36448,0,5479,30826,30,7,49,159,15,84.3,0.1,0,0.1,0.4
E07000215,TANDRIDGE,39462,39434,94.9,64.3,63.4,28,62.9,0.1,0.5,0.9,5,0.1,99.5,0,37469,25380,25023,11048,24810,33,203,349,1965,53,39274,0,12446,25023,33,170,146,1616,31.5,63.4,0.1,0.4,0.4,4.1
E07000045,TEIGNBRIDGE,67914,67865,92.2,66.5,66.5,53.2,66.5,0.4,1.4,2.6,7.7,0.4,97.8,28.3,62607,45160,45160,36158,45160,268,952,1786,5258,305,66430,19193,17447,45160,268,684,834,3472,25.7,66.5,0.4,1,1.2,5.1
E06000020,TELFORD AND WREKIN,86000,85932,98.1,83.4,81.4,16.8,79.9,0.1,0.2,0.4,1.9,0,99.2,36.1,84326,71686,70015,14468,68734,50,154,337,1606,23,85321,31072,14311,70015,50,104,183,1269,16.6,81.4,0.1,0.1,0.2,1.5
E07000076,TENDRING,77176,76877,98.3,53.5,53.5,53.5,53.5,0.1,0.1,0.4,1.4,0.1,99.2,1.3,75828,41300,41300,41293,41300,51,104,317,1049,64,76534,992,34528,41300,51,53,213,732,44.7,53.5,0.1,0.1,0.3,0.9
E07000093,TEST VALLEY,61457,61390,94.2,69.3,68.9,26.1,68.1,0.2,1.2,2,5.7,0.4,98.5,0,57891,42572,42322,16065,41827,149,721,1252,3499,248,60527,0,15569,42322,149,572,531,2247,25.3,68.9,0.2,0.9,0.9,3.7
E07000083,TEWKESBURY,47584,47523,93.8,76,75.5,48.3,75.2,0.1,0.8,1.9,6,0.3,95.1,0.5,44646,36185,35933,22979,35776,70,365,922,2877,120,45275,226,8713,35933,70,295,557,1955,18.3,75.5,0.1,0.6,1.2,4.1
E07000114,THANET,74814,74635,97.6,68.4,68.4,68.2,68.4,0,0.6,1,2.2,0.1,99.4,24.4,73023,51151,51151,51057,51151,12,430,770,1612,46,74360,18278,21872,51151,12,418,340,842,29.2,68.4,0,0.6,0.5,1.1
E07000102,THREE RIVERS,40065,39987,98,90.1,88.8,76.7,87.3,0.2,0.2,0.3,1.8,0,99.6,0,39276,36110,35583,30749,34994,67,88,133,711,7,39904,0,3693,35583,67,21,45,578,9.2,88.8,0.2,0.1,0.1,1.4
E06000034,THURROCK,72663,72534,97.5,87.7,87.1,68,86.7,0.1,0.4,1.2,2.3,0.1,98.1,0,70842,63758,63316,49406,62990,82,268,837,1692,40,71296,6,7526,63316,82,186,569,855,10.4,87.1,0.1,0.3,0.8,1.2
E07000115,TONBRIDGE AND MALLING,58433,58404,96.4,77.5,75.7,47.3,74.2,0.1,0.4,1,3.6,0.2,98.9,8.5,56303,45279,44250,27640,43365,45,254,557,2101,99,57788,4960,12053,44250,45,209,303,1544,20.6,75.7,0.1,0.4,0.5,2.6
E06000027,TORBAY,78469,78118,97,86.6,85.2,76.7,83.9,0,0,0.1,2.5,0.1,98.2,0,76122,67968,66854,60213,65815,3,29,91,1996,43,77030,37,9268,66854,3,26,62,1905,11.8,85.2,0,0,0.1,2.4
W06000020,TORFAEN,46681,46585,96.7,54.7,48,21.4,43.3,0.1,0.6,1.2,3.1,0,97.7,64.2,45131,25551,22401,10013,20222,56,293,568,1454,11,45594,29948,22730,22401,56,237,275,886,48.7,48,0.1,0.5,0.6,1.9
E07000046,TORRIDGE,35108,35015,84.4,45.6,45.6,45.6,45.6,2.2,5.4,8.9,15.3,1.1,94.3,45.3,29636,16005,16005,16004,16005,784,1901,3113,5379,400,33096,15892,13631,16005,784,1117,1212,2266,38.8,45.6,2.2,3.2,3.5,6.5
E09000030,TOWER HAMLETS,154692,152942,94.9,82.8,81.3,70.1,79.7,0,0.1,0.5,3.9,0,95,0,146850,128106,125757,108458,123347,0,119,772,6092,51,146883,0,21093,125757,0,119,653,5320,13.6,81.3,0,0.1,0.4,3.4
E08000009,TRAFFORD,110129,109968,98.6,85.3,83.8,57.3,82.5,0.1,0.2,0.3,1.2,0.1,99.2,0.2,108609,93911,92321,63068,90852,71,182,323,1359,114,109221,261,16288,92321,71,111,141,1036,14.8,83.8,0.1,0.1,0.1,0.9
E07000116,TUNBRIDGE WELLS,54552,54512,95.8,77.2,75.7,64.8,73.5,0.1,0.5,0.9,4.1,0.3,99.2,0.1,52280,42092,41306,35347,40080,39,253,518,2232,140,54121,79,10974,41306,39,214,265,1714,20.1,75.7,0.1,0.4,0.5,3.1
E07000077,UTTLESFORD,41667,41603,95.2,69.8,68.5,52.5,67.3,0.2,0.7,1.7,4.7,0.5,97.3,1.5,39665,29095,28534,21892,28037,87,277,690,1938,215,40543,625,11131,28534,87,190,413,1248,26.7,68.5,0.2,0.5,1,3
W06000014,VALE OF GLAMORGAN,64524,64458,97.9,84.4,83.6,75.4,82.6,0.1,0.8,1,2,0.2,98.9,10.1,63190,54432,53914,48665,53287,84,503,676,1268,109,63796,6519,9276,53914,84,419,173,592,14.4,83.6,0.1,0.6,0.3,0.9
E07000180,VALE OF WHITE HORSE,65781,65682,97.6,79.3,77.7,44,76.9,0.1,0.3,0.5,2.2,0.1,99.1,0,64206,52183,51115,28951,50576,54,172,339,1476,38,65167,0,13091,51115,54,118,167,1137,19.9,77.7,0.1,0.2,0.3,1.7
E08000036,WAKEFIELD,166688,166477,97.7,84.5,84.4,76.4,84.3,0,0.2,0.4,2.2,0,98.9,44.3,162893,140851,140702,127282,140457,80,393,747,3584,48,164905,73917,22191,140702,80,313,354,2837,13.3,84.4,0,0.2,0.2,1.7
E08000030,WALSALL,119230,119071,98.8,88.3,87.4,51.7,86.8,0,0,0.2,1.1,0,99.2,0,117796,105280,104223,61603,103467,0,26,293,1275,48,118254,0,13573,104223,0,26,267,982,11.4,87.4,0,0,0.2,0.8
E09000031,WALTHAM FOREST,114097,113736,97.1,91.5,91,71.5,90.5,0,0.1,1,2.6,0,97.2,0,110812,104407,103776,81615,103279,56,106,1182,2924,55,110885,0,7036,103776,56,50,1076,1742,6.2,91,0,0,0.9,1.5
E09000032,WANDSWORTH,163157,161990,97.5,91.4,86.9,70.9,82.7,0,0,0.1,1.8,0.3,97.5,0,159117,149050,141811,115735,134904,0,13,207,2873,411,159129,1,17306,141811,0,13,194,2666,10.6,86.9,0,0,0.1,1.6
E06000007,WARRINGTON,100965,100903,98.4,89.4,88.4,35.1,87.7,0,0.1,0.2,1.5,0,99.3,0.1,99397,90225,89228,35477,88515,33,110,189,1506,20,100241,139,10169,89228,33,77,79,1317,10.1,88.4,0,0.1,0.1,1.3
E07000222,WARWICK,71665,71568,98.7,84,80.1,24.4,77.2,0.1,0.2,0.3,1.1,0,99.4,0,70768,60233,57411,17468,55350,54,144,223,800,9,71270,0,13357,57411,54,90,79,577,18.6,80.1,0.1,0.1,0.1,0.8
E07000103,WATFORD,44052,44019,99.6,94.9,93.1,71.7,91.4,0,0,0,0.3,0,99.6,0,43869,41825,41008,31574,40272,0,2,13,150,0,43878,0,2861,41008,0,2,11,137,6.5,93.1,0,0,0,0.3
E07000216,WAVERLEY,58662,58622,96,65.4,64.3,56.9,63.6,0.2,0.4,0.7,4,0.2,99.7,0,56292,38364,37722,33388,37334,96,241,406,2330,106,58485,0,18570,37722,96,145,165,1924,31.7,64.3,0.2,0.2,0.3,3.3
E07000065,WEALDEN,75998,75943,96.7,54.1,54,53.9,53.9,0.1,0.3,0.7,3.3,0.2,99.6,0,73457,41147,41016,40981,40983,70,258,544,2486,176,75716,0,32441,41016,70,188,286,1942,42.7,54,0.1,0.2,0.4,2.6
E07000241,WELWYN HATFIELD,51226,51214,97.6,79.7,78.5,27.9,77.4,0,0.1,0.3,2.4,0,99.3,0,49979,40808,40227,14299,39645,6,44,165,1235,4,50868,0,9752,40227,6,38,121,1070,19,78.5,0,0.1,0.2,2.1
E06000037,WEST BERKSHIRE,73764,73721,98,83,80.8,65.3,78.8,0.1,0.4,0.6,1.9,0.1,98.8,0,72319,61215,59576,48141,58119,38,310,463,1402,56,72887,0,12743,59576,38,272,153,939,17.3,80.8,0.1,0.4,0.2,1.3
E07000047,WEST DEVON,28009,27949,83.3,49.8,49.8,49.8,49.8,1.1,4.6,9.1,16.5,1.1,96.8,64.9,23333,13943,13943,13943,13943,318,1296,2560,4616,317,27104,18184,9390,13943,318,978,1264,2056,33.5,49.8,1.1,3.5,4.5,7.3
S12000039,WEST DUNBARTONSHIRE,48296,48261,98.9,91.9,90.7,8.6,89.7,0,0.1,0.2,1,0,99.5,0,47778,44376,43828,4160,43323,4,28,87,483,14,48034,0,3950,43828,4,24,59,396,8.2,90.7,0,0,0.1,0.8
E07000127,WEST LANCASHIRE,53595,53539,96.2,60.7,53.6,49,49.1,0.2,0.7,1.1,3.7,0,99.2,8.9,51560,32538,28733,26260,26332,130,372,608,1979,19,53173,4757,22827,28733,130,242,236,1371,42.6,53.6,0.2,0.5,0.4,2.6
E07000142,WEST LINDSEY,47945,47826,89.1,48.8,47.9,37.8,47.4,1.7,3.4,4.9,10.6,0.8,98.2,42.5,42722,23395,22942,18132,22728,805,1647,2352,5104,375,47092,20375,19780,22942,805,842,705,2752,41.3,47.9,1.7,1.8,1.5,5.7
S12000040,WEST LOTHIAN,89387,89287,97.9,87.2,86.6,60.9,86,0.1,0.3,0.8,2,0.1,99.1,0,87497,77959,77404,54452,76887,117,307,696,1790,129,88558,0,10093,77404,117,190,389,1094,11.3,86.6,0.1,0.2,0.4,1.2
E06000062,WEST NORTHAMPTONSHIRE,191934,190793,97.9,91.4,90.6,88,90.1,0.1,0.4,0.7,1.5,0.1,98.6,0,187909,175410,173967,168810,172926,150,803,1329,2884,223,189260,58,13942,173967,150,653,526,1555,7.3,90.6,0.1,0.3,0.3,0.8
E07000181,WEST OXFORDSHIRE,55327,55306,99.4,92.6,91.2,76.8,90.1,0,0.1,0.2,0.6,0,99.7,0,54978,51209,50479,42486,49851,15,34,83,328,22,55163,11,4499,50479,15,19,49,245,8.1,91.2,0,0,0.1,0.4
E07000245,WEST SUFFOLK,87101,87002,97.7,65.4,63.7,57.9,62.7,0.2,0.3,0.5,2.2,0.2,99.6,0,85068,56938,55444,50475,54618,131,270,429,1934,158,86714,21,29624,55444,131,139,159,1505,34,63.7,0.2,0.2,0.2,1.7
E09000033,WESTMINSTER,165393,164846,91.2,77.4,77.1,74.6,76.8,0,0,0.1,8.5,0.1,91.2,0,150825,128028,127540,123449,126998,0,1,215,14021,109,150851,0,23285,127540,0,1,214,13806,14.1,77.1,0,0,0.1,8.3
E08000010,WIGAN,158807,158691,98.7,90.2,89.8,35.2,89.5,0,0.1,0.2,1.2,0,99.6,12.2,156708,143250,142576,55901,142108,30,111,293,1983,22,158152,19415,14132,142576,30,81,182,1690,8.9,89.8,0,0.1,0.1,1.1
E06000054,WILTSHIRE,239141,238943,96.1,63.4,63,45.5,62.5,0.2,0.5,1,3.8,0.2,99.2,1.1,229810,151594,150608,108834,149535,415,1278,2419,9133,499,237191,2570,79202,150608,415,863,1141,6714,33.1,63,0.2,0.4,0.5,2.8
E07000094,WINCHESTER,59563,59464,92.5,57.8,56.8,23.5,56.1,0.5,1.2,2.1,7.3,0.5,97.9,0,55103,34411,33859,13986,33386,276,705,1229,4361,287,58314,0,21244,33859,276,429,524,3132,35.7,56.8,0.5,0.7,0.9,5.3
E06000040,WINDSOR AND MAIDENHEAD,68646,68548,97.9,82,79.2,49.3,77.2,0,0.1,0.5,2,0.1,98.7,0,67200,56306,54341,33867,52988,9,83,318,1348,52,67748,0,12859,54341,9,74,235,1030,18.7,79.2,0,0.1,0.3,1.5
E08000015,WIRRAL,159691,159625,98.8,89.1,89.1,82.4,89.1,0,0.1,0.1,1.2,0,99.8,0,157784,142231,142229,131597,142231,53,105,209,1841,8,159361,0,15555,142229,53,52,104,1632,9.7,89.1,0,0,0.1,1
E07000217,WOKING,45838,45809,98.7,86.8,84.1,23.7,81.9,0,0.1,0.1,1.2,0,99.5,0,45244,39802,38528,10879,37523,1,42,56,565,8,45597,0,6716,38528,1,41,14,509,14.7,84.1,0,0.1,0,1.1
E06000041,WOKINGHAM,77608,77427,97.7,82.4,80.3,44.8,78.8,0,0.1,0.4,2.1,0,98.6,0,75834,63936,62301,34803,61154,3,66,275,1593,11,76539,0,13533,62301,3,63,209,1318,17.4,80.3,0,0.1,0.3,1.7
E08000031,WOLVERHAMPTON,119638,119578,98.8,95,94.4,71.8,93.9,0,0,0,1.2,0,98.9,5,118198,113674,112908,85855,112314,0,1,36,1380,4,118367,5935,5290,112908,0,1,35,1344,4.4,94.4,0,0,0,1.1
E07000237,WORCESTER,49587,49524,99.3,80.4,78.4,76.2,76.2,0,0,0,0.6,0,99.5,0,49231,39849,38857,37786,37786,0,0,2,293,1,49350,0,10374,38857,0,0,2,291,20.9,78.4,0,0,0,0.6
E07000229,WORTHING,52260,52243,99.6,97.5,97.4,90.7,97,0,0,0,0.3,0,99.9,0,52064,50959,50897,47383,50674,0,1,8,179,5,52214,0,1167,50897,0,1,7,171,2.2,97.4,0,0,0,0.3
W06000006,WREXHAM,66658,66236,96.3,57.2,56.7,56.2,56.2,0.2,0.6,1.3,3.1,0.3,98.2,43.2,64202,38158,37784,37490,37491,125,425,846,2034,179,65428,28829,26418,37784,125,300,421,1188,39.6,56.7,0.2,0.5,0.6,1.8
E07000238,WYCHAVON,64610,64482,96.2,65,64,62.7,63.3,0.1,0.5,0.9,3.6,0.1,99.4,0,62157,42015,41372,40491,40870,74,319,566,2325,85,64205,1,20785,41372,74,245,247,1759,32.2,64,0.1,0.4,0.4,2.7
E07000128,WYRE,58566,58474,97.3,65,65,65,65,0.1,0.3,0.5,2.5,0,99,5.2,57012,38076,38072,38046,38076,60,157,301,1462,22,57956,3035,18940,38072,60,97,144,1161,32.3,65,0.1,0.2,0.2,2
E07000239,WYRE FOREST,49269,49214,98,75,75,43.9,75,0.1,0.2,0.4,1.9,0.1,99.7,3.4,48275,36976,36976,21638,36976,46,110,203,939,44,49111,1668,11299,36976,46,64,93,736,22.9,75,0.1,0.1,0.2,1.5
E06000014,YORK,96814,96696,95.9,82,79.7,68.4,77.8,0,0.2,0.4,4,0,97.2,18.7,92805,79363,77164,66207,75344,43,150,424,3891,9,94058,18090,15641,77164,43,107,274,3467,16.2,79.7,0,0.1,0.3,3.6
